code,name,title,filename,fy,q,custom_id,position,link
BAWG.VI,BAWAG Group AG,BAWAG GROUP CONSOLIDATED ANNUAL REPORT ,BAWG.VI_FY2022_consolidated-non-financial-report-2022-website-data.pdf,2022,BAWAG Group AG BAWAG GROUP CONSOLIDATED ANNUAL REPORT 2023  filetype:pdf,1916,1.0,https://www.bawaggroup.com/resource/blob/78724/6df9ffb24ba62c48e04476eaabeb4130/bawag-group-consolidated-annual-report-2023-data.pdf
FUL.N,H.B. Fuller Company,H.B. Fuller Sustainability Report 2022 ,FUL.N_FY2022_2022-sustainability-report.pdf,2022,H.B. Fuller Company H.B. Fuller Sustainability Report 2023  filetype:pdf,1917,1.0,https://www.hbfuller.com/-/media/project/hbfuller/hbfuller/sustainability/files/hbfuller-gri-content-index.pdf?sc_lang=en&hash=5922CF0133529276C4D797D15DD66F82
FLUI.MC,Fluidra SA,FLUIDRA ,FLUI.MC_FY2022_2022 Integrated Report.pdf,2022,Fluidra SA FLUIDRA 2023  filetype:pdf,1918,1.0,https://www.fluidra.com/uploads/media/default/0001/04/e6814da334793bbb20da49e9386ce5318839993f.pdf
ARCLK.IS,Arcelik AS,Arçelik Sustainability Report 2022 ,ARCLK.IS_FY2022_Sustainability Report 2022.pdf,2022,Arcelik AS Arçelik Sustainability Report 2023  filetype:pdf,1919,1.0,https://www.arcelikglobal.com/media/x3limky5/arcelik_sr23_executivesummary_en.pdf
2799.HK,China Huarong Asset Management Co Ltd,2023 Interim Report ,2799.HK_FY2022_2023 Interim Report.pdf,2022,China Huarong Asset Management Co Ltd Interim Report 2024  filetype:pdf,1920,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0122/2024012200982.pdf
KRC.N,Kilroy Realty Corp,2022 Sustainability Report ,KRC.N_FY2022_2022 Sustainbility Report.pdf,2022,Kilroy Realty Corp Sustainability Report 2023  filetype:pdf,1921,1.0,https://kilroyrealty.com/wp-content/uploads/2022/02/2023-Kilroy-Sustainability-Report.pdf
0867.HK,China Medical System Holdings Ltd,"CHINA MEDICAL SYSTEM HOLDINGS LIMITED (STOCK CODE:867) 2022 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ",0867.HK_FY2022_ESG-Report-2022.pdf,2022,"China Medical System Holdings Ltd CHINA MEDICAL SYSTEM HOLDINGS LIMITED (STOCK CODE:867)  ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2023  filetype:pdf",1922,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0912/2023091200924.pdf
HALKB.IS,Turkiye Halk Bankasi AS,Sustainability Report 2022 ,HALKB.IS_FY2022_Sustainability report 2022.pdf,2022,Turkiye Halk Bankasi AS Sustainability Report 2023  filetype:pdf,1923,1.0,https://www.halkbank.com.tr/content/dam/halkbank/en/investor-relations/corporate-governance/sustainability/cdp-report/2023-cdp-climate-change-report.pdf
2474.TW,Catcher Technology Co Ltd,Catcher Sustainability Report ,2474.TW_FY2022_Catcher Sustainability Report 2022.pdf,2022,Catcher Technology Co Ltd Catcher Sustainability Report 2023  filetype:pdf,1924,1.0,https://www.catcher-group.com/Uploads/csr/IndustrialSafety/2022%20GHG%20Report%20Summary(TIP)V1.pdf
018880.KS,Hanon Systems,Hanon Systems Sustainability Report 2022 ,018880.KS_FY2022_Report.pdf,2022,Hanon Systems Hanon Systems Sustainability Report 2023  filetype:pdf,1925,1.0,https://kind.krx.co.kr/external/2023/06/30/000667/20230630001306/2022_Hanon_Systems_Sustainability_Report_Kor.pdf
OMAB.MX,Grupo Aeroportuario del Centro Norte SAB de CV,Sustainability Report 2022 ,OMAB.MX_FY2022_2022 Sustainability Report.pdf,2022,Grupo Aeroportuario del Centro Norte SAB de CV Sustainability Report 2023  filetype:pdf,1926,1.0,https://www.oma.aero/assets/003/6141.pdf
600637.SS,Oriental Pearl Group Co Ltd,SUSTAINABILITY REPORT 2022 ,600637.SS_FY2022_SUSTAINABILITYREPORT2022.pdf,2022,Oriental Pearl Group Co Ltd SUSTAINABILITY REPORT 2023  filetype:pdf,1927,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0427/2023042702866.pdf
TOWR.JK,Sarana Menara Nusantara Tbk PT,Laporan Keberlanjutan 2022 ,TOWR.JK_FY2022_Sustainbility Report 2022.pdf,2022,Sarana Menara Nusantara Tbk PT Laporan Keberlanjutan 2023  filetype:pdf,1928,1.0,https://media.ptsmn.co.id/content/general/SR%20SMN%202023_Final.pdf
BXMT.N,Blackstone Mortgage Trust Inc,Climate-related Financial Disclosures ,BXMT.N_FY2022_Climate-related Financial Disclosures.pdf,2022,Blackstone Mortgage Trust Inc Climate-related Financial Disclosures 2023  filetype:pdf,1929,1.0,https://www.blackstone.com/wp-content/uploads/sites/2/2023/09/2023_TCFD_Report_Blackstone.pdf
ASGN.N,ASGN Inc,2022 ESG Report ,ASGN.N_FY2022_ESG Report 2022.pdf,2022,ASGN Inc ESG Report 2023  filetype:pdf,1930,1.0,https://www.asgn.com/sites/default/files/2023-06/ASGN-2022-ESG-Report.pdf
600511.SS,China National Medicines Corp Ltd,国药集团药业股份有限公司 2022 年度履行社会责任报告 ,600511.SS_FY2022_2022 年度履行社会责任报告.pdf,2022,China National Medicines Corp Ltd 国药集团药业股份有限公司  年度履行社会责任报告 2023  filetype:pdf,1931,1.0,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-8/2023-08-24/9435545.PDF
NEXS.PA,Nexans SA,Nexans 2022 Sustainability Report ,NEXS.PA_FY2022_2022 Sustainability Report.pdf,2022,Nexans SA Nexans  Sustainability Report 2023  filetype:pdf,1932,1.0,https://www.nexans.com/app/uploads/2024/02/2024-02-27-nexans-2023-financial-statements-audit-report.pdf
HP.N,Helmerich and Payne Inc,H&P 2022 Sustainability Report ,HP.N_FY2022_Report.pdf,2022,Helmerich and Payne Inc H&P  Sustainability Report 2023  filetype:pdf,1933,1.0,https://www.helmerichpayne.com/media/general/HP_2023_Sustainability_Report.pdf
ACEN.PS,Acen Corp,Leading the Energy Transition ,ACEN.PS_FY2022_INTEGRATED REPORT 2022.pdf,2022,Acen Corp Leading the Energy Transition 2023  filetype:pdf,1934,1.0,https://www.acenrenewables.com/wp-content/themes/jsweb/assets/build/images/2023/04/ir/ACEN-2022-Integrated-Report_vF.pdf
SAHOL.IS,Haci Omer Sabanci Holding AS,Sustainability Report 2022 ,SAHOL.IS_FY2022_Sustainability Report2022.pdf,2022,Haci Omer Sabanci Holding AS Sustainability Report 2023  filetype:pdf,1935,1.0,https://yatirimciiliskileri.sabanci.com/en/images/pdf/cdp-climate-change-2023.pdf
1882.HK,Haitian International Holdings Ltd,"Environmental, Social and Governance Report ","1882.HK_FY2022_Environmental, Social and Governance Report 2022.pdf",2022,"Haitian International Holdings Ltd Environmental, Social and Governance Report 2023  filetype:pdf",1936,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0424/2023042402360.pdf
BCC.N,Boise Cascade Co,2022 CORPORATE SUSTAINABILITY REPORT ,BCC.N_FY2022_2022 CORPORATE SUSTAINABILITY Report.pdf,2022,Boise Cascade Co CORPORATE SUSTAINABILITY REPORT 2023  filetype:pdf,1937,1.0,https://s24.q4cdn.com/913789668/files/doc_downloads/sustainability-reports/2023/12/clearwater-paper-2023-sustainability-report.pdf
NWL.OQ,Newell Brands Inc,2022 Newell Brands Corporate Citizenship Report ,NWL.OQ_FY2022_2022 Corporate Citizenship Report.pdf,2022,Newell Brands Inc Newell Brands Corporate Citizenship Report 2023  filetype:pdf,1938,1.0,https://www.newellbrands.com/dA/c0c7ea1d0e/asset/Newell-CCR-Report-2022-final.pdf
KRNG.DE,Krones AG,Krones Group Annual Report 2022 ,KRNG.DE_FY2022_Krones Group Annual Report 2022.pdf,2022,Krones AG Krones Group Annual Report 2023  filetype:pdf,1939,1.0,https://ircenter.handelsblatt.com/download/companies/krones/Annual%20Reports/DE0006335003-JA-2023-EQ-E-00.pdf
AVNT.N,Avient Corp,Sustainability Report ,AVNT.N_FY2022_Sustainability Report 2022.pdf,2022,Avient Corp Sustainability Report 2023  filetype:pdf,1940,1.0,https://www.avient.com/sites/default/files/2023-07/Avient-2022-Sustainability-Report.pdf
AUR.OQ,Aurora Innovation Inc,Sustainability report 2022 ,AUR.OQ_FY2022_Sustainability Report 2022.pdf,2022,Aurora Innovation Inc Sustainability report 2023  filetype:pdf,1941,1.0,https://www.aurora.co.uk/wp-content/uploads/2022/10/Aurora-ESG-Impact-Report-2022.pdf
SYNN.NS,Syngene International Ltd,Syngene ESG Report 2021-22 ,SYNN.NS_FY2022_ESG Report 2021-22.pdf,2022,Syngene International Ltd Syngene ESG Report - 2022  filetype:pdf,1942,1.0,https://esgreport.syngeneintl.com/pdf/Syngene-ESG-FY22-23-Report.pdf
SMG.N,Scotts Miracle-Gro Co,2023 Corporate Responsibility Report ,SMG.N_FY2022_2023 Corporate Responsibility Report.pdf,2022,Scotts Miracle-Gro Co Corporate Responsibility Report 2024  filetype:pdf,1943,1.0,https://scottsmiraclegro.com/wp-content/uploads/2023/06/ScottsMiracle-Gro-2023-CR-Report.pdf
SPXC.N,SPX Technologies Inc,2022 Sustainability Progress Report ,SPXC.N_FY2022_Sustainability PROGRESS REPORT.pdf,2022,SPX Technologies Inc Sustainability Progress Report 2023  filetype:pdf,1944,1.0,https://www.spx.com/wp-content/uploads/2023/09/SPX_SustainabilityReport_2022_FINAL.pdf
ALLFG.AS,Allfunds Group PLC,Sustainability Report 2022 ,ALLFG.AS_FY2022_Sustainability Report 2022.pdf,2022,Allfunds Group PLC Sustainability Report 2023  filetype:pdf,1945,1.0,https://app.allfunds.com/docs/cms/ESG_Annual_Report_2022_Web_71bf78f3b4.pdf
ALLFG.AS,Allfunds Group PLC,ESG Annual Report 2022 ,ALLFG.AS_FY2022_ESG Annual Report 2022.pdf,2022,Allfunds Group PLC ESG Annual Report 2023  filetype:pdf,1946,1.0,https://www.afm.nl/downloadregisterfile.aspx?type=financiele-verslaggeving&enc=W3+45r/EgSt+MtL1GWvLPE2Leqbp4xQg3ljkJhP4gElolUDJqF3I7FQeIjKtO175g4Ya2KHQjZ8euvIcHZsTslLKR9RpKISKvkIi/O+L4SizbfMZt2UTZXwo0vQAqXA3WVInktxzvMqnL2XxCj+Tfcd0n0wOV1VlQgL4+EtcglgwQhxzjnAAjc3U1w7tg1Q63qZxtUgP1r1sp+QIZ4nbfa0VLuAm7sb4fo6LaLpDnPhaX68C6BRU9qd4/1Lb//kmB5kC/98bhBQj38ZL/rHhVGZ0Qh7L4SxafxO+bAqGCwxWXey6Ozp/tOCx5ybx7GwOKJIcad4hG6u+WngzPa5uVOaq3MjcUydwtV6G1ijGGU4V9w0O85xy1oM9X22ILMzX3UGur8XpBY5f/DiUv0LFNvNI4QDRD8W3YO897oH3Jt4EkWNn/K5og601hGGyqVoJ
002439.SZ,Venustech Group Inc,Sustainability Report 2022 ,002439.SZ_FY2022_Sustainability Report 2022.pdf,2022,Venustech Group Inc Sustainability Report 2023  filetype:pdf,1947,1.0,https://www.chinamobileltd.com/en/ir/reports/ar2023.pdf
ATHM.N,Autohome Inc,Autohome 2022 ESG Report ,"ATHM.N_FY2022_2022 Environmental, Social and Governance (ESG) Report.pdf",2022,Autohome Inc Autohome  ESG Report 2023  filetype:pdf,1948,1.0,https://ir.autohome.com.cn/static-files/d572ce69-6721-453e-ae68-2bdabfa27a3a
006800.KS,Mirae Asset Securities Co Ltd,Mirae Asset Securities 2023 Integrated Report ,006800.KS_FY2022_2023 INTEGRATED REPOR.pdf,2022,Mirae Asset Securities Co Ltd Mirae Asset Securities  Integrated Report 2024  filetype:pdf,1949,1.0,https://securities.miraeasset.com/bbs/download/2122600.pdf?attachmentId=2122600
SRAIL.S,Stadler Rail AG,DNK-Erklärung STADLER Anlagenbau GmbH ,SRAIL.S_FY2022_DNK-Erklärung STADLER Anlagenbau GmbH Berichtsjahr 2022.pdf,2022,Stadler Rail AG DNK-Erklärung STADLER Anlagenbau GmbH 2023  filetype:pdf,1950,1.0,https://www.csr-guide.at/pdf/csr_guide/2023.pdf
601198.SS,Dongxing Securities Corp Ltd,东兴证券股份有限公司 2022 年度社会责任报告 ,601198.SS_FY2022_2022 年度社会责任报告.pdf,2022,Dongxing Securities Corp Ltd 东兴证券股份有限公司  年度社会责任报告 2023  filetype:pdf,1951,1.0,https://q.stock.sohu.com/newpdf/202457393738.pdf
5101.T,Yokohama Rubber Co Ltd,INTEGRATED REPORT 2023 ,5101.T_FY2022_INTEGRATED REPORT 2023.pdf,2022,Yokohama Rubber Co Ltd INTEGRATED REPORT 2024  filetype:pdf,1952,1.0,https://www.y-yokohama.com/global/ir/pdf/document/24_1Qmanagement_en.pdf
AIAE.NS,AIA Engineering Ltd,"Environmental, Social and Governance Report 2022 ",AIAE.NS_FY2022_Envinormental Social and Gorvnance Report 2022.pdf,2022,"AIA Engineering Ltd Environmental, Social and Governance Report 2023  filetype:pdf",1953,1.0,https://aiaengineering.com/wp-content/uploads/2023/08/AIA-Engineering-AR-2022-23.pdf
NATB.BH,National Bank of Bahrain BSC,Annual Financial and Sustainability Report 2022 ,NATB.BH_FY2022_Annual Financial and Sustainability Report 2022.pdf,2022,National Bank of Bahrain BSC Annual Financial and Sustainability Report 2023  filetype:pdf,1954,1.0,https://bahrainbourse.com/ESGDocuments/18042024084112Ar/18042024084112Ar_File1.pdf
2834.TW,Taiwan Business Bank Ltd,Taiwan Business Bank Sustainability Report ,2834.TW_FY2022_Taiwan Business Bank l Sustainability Report.pdf,2022,Taiwan Business Bank Ltd Taiwan Business Bank Sustainability Report 2023  filetype:pdf,1955,1.0,https://www.tbb.com.tw/en-us/-/media/tbb/files/en-us/sustainability/overview/sustainability-report/2022document.pdf
TIAN.SI,Tianjin Pharmaceutical Da Ren Tang Group Corp Ltd,2022年度社会责任报告 ,TIAN.SI_FY2022_2022年度社会责任报告.pdf,2022,Tianjin Pharmaceutical Da Ren Tang Group Corp Ltd 年度社会责任报告 2023  filetype:pdf,1956,1.0,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2024-03-30/600329_20240330_9IAR.pdf
600100.SS,Tsinghua Tongfang Co Ltd,TSINGHUA 2022 NEWSLETTER ,600100.SS_FY2022_TSINGHUA 2022.pdf,2022,Tsinghua Tongfang Co Ltd TSINGHUA  NEWSLETTER 2023  filetype:pdf,1957,1.0,https://www.sem.tsinghua.edu.cn/en/2023-2024yuanceyuanwangbanyingupdated.pdf
BEZQ.TA,Bezeq Israeli Telecommunication Corp Ltd,Connecting Israel to a Better Future ,BEZQ.TA_FY2022_2022 Corporate Responsibility (ESG) Report.pdf,2022,Bezeq Israeli Telecommunication Corp Ltd Connecting Israel to a Better Future 2023  filetype:pdf,1958,1.0,https://www.bezeq.co.il/media/esg/bezeq-esg-2021-en-%D7%9E%D7%95%D7%A0%D7%92%D7%A9.pdf
BE.N,Bloom Energy Corp,2022 Sustainability Report ,BE.N_FY2022_2022 Sustainability Report.pdf,2022,Bloom Energy Corp Sustainability Report 2023  filetype:pdf,1959,1.0,https://www.bloomenergy.com/wp-content/uploads/2022-bloom-energy-sustainability-report.pdf
KINVb.ST,Kinnevik AB,ANNUAL & SUSTAINABILITY REPORT 2022 ,KINVb.ST_FY2022_ANNUAL & SUSTAINABILITY REPORT 2022.pdf,2022,Kinnevik AB ANNUAL & SUSTAINABILITY REPORT 2023  filetype:pdf,1960,1.0,https://www.kinnevik.com/files/mfn/c534f5b4-c274-46a1-a7a5-61da9da7be9c/annual-sustainability-report-2023.pdf
S92G.DE,SMA Solar Technology AG,Sustainability Report 2022 ,S92G.DE_FY2022_Sustainability Report 2022.pdf,2022,SMA Solar Technology AG Sustainability Report 2023  filetype:pdf,1961,1.0,https://cdn.sma.de/fileadmin/content/global/Investor_Relations/Documents/Publications/Finanzberichte/2023/20231109_SMA_Quarterly_Statement_January-September_2023.pdf?v=1699469611
KIMBERA.MX,Kimberly-Clark de Mexico SAB de CV,2022 SUSTAINABILITY REPORT ,KIMBERA.MX_FY2022_2022 SUSTAINABILITY REPORT.pdf,2022,Kimberly-Clark de Mexico SAB de CV SUSTAINABILITY REPORT 2023  filetype:pdf,1962,1.0,https://www.kimberly-clark.com.mx/data/2023/SOST/eng/SR_KCM2022.pdf
GUBRF.IS,Gubre Fabrikalari TAS,,GUBRF.IS_FY2022_Sustainability Report Gubra 2022.pdf,2022,Gubre Fabrikalari TAS Sustainability Report Gubra 2023  filetype:pdf,1963,,
GOLF.N,Acushnet Holdings Corp,Acushnet Holdings Corp. 2022 Annual Report ,GOLF.N_FY2022_2022 Annual Report.pdf,2022,Acushnet Holdings Corp Acushnet Holdings Corp.  Annual Report 2023  filetype:pdf,1964,1.0,https://s21.q4cdn.com/797008351/files/doc_financials/2023/ar/Acushnet_2023AR_FINAL.pdf
SEAS.N,SeaWorld Entertainment Inc,2022 ANNUAL REPORT ,SEAS.N_FY2022_2022 ANNUAL REPORT.pdf,2022,SeaWorld Entertainment Inc ANNUAL REPORT 2023  filetype:pdf,1965,1.0,https://s1.q4cdn.com/392447382/files/doc_news/SeaWorld-Entertainment-Inc.-Reports-Third-Quarter-and-First-Nine-Months-2023-Results-2023.pdf
1504.TW,TECO Electric Machinery Co Ltd,TECO 2022 Sustainability Report ,1504.TW_FY2022_2022 Sustainability Report.pdf,2022,TECO Electric Machinery Co Ltd TECO  Sustainability Report 2023  filetype:pdf,1966,1.0,https://www.teco.com.tw/esg/images/upload/TECO_2022_Sustainability_Report.pdf
002353.SZ,Yantai Jereh Oilfield Services Group Co Ltd,2022 年度社会责任报告 ,002353.SZ_FY2022_2022 年度社会责任报告.pdf,2022,Yantai Jereh Oilfield Services Group Co Ltd 年度社会责任报告 2023  filetype:pdf,1967,1.0,https://q.stock.sohu.com/newpdf/202353037299.pdf
APLE.N,Apple Hospitality REIT Inc,2023 CORPORATE RESPONSIBILITY REPORT ,APLE.N_FY2022_2023 CORPORATE RESPONSIBILITY REPORT.pdf,2022,Apple Hospitality REIT Inc CORPORATE RESPONSIBILITY REPORT 2024  filetype:pdf,1968,1.0,https://applehospitalityreit.com/wp-content/uploads/2023/12/Apple-Hospitality-CRR-2023.pdf
HI.N,Hillenbrand Inc,2022 Sustainability Report ,HI.N_FY2022_2022 Sustainability Report.pdf,2022,Hillenbrand Inc Sustainability Report 2023  filetype:pdf,1969,1.0,https://hillenbrand.com/wp-content/uploads/2024/05/Hillenbrand_2023_Sustainability_Report.pdf
LAZ.N,Lazard Ltd,Lazard TCFD 2022 Report ,LAZ.N_FY2022_TCFD Report 2022.pdf,2022,Lazard Ltd Lazard TCFD  Report 2023  filetype:pdf,1970,1.0,https://www.lazardassetmanagement.com/docs/-m0-/203589/TaskForceOnClimate-RelatedFinancialDisclosuresReport.pdf
LAZ.N,Lazard Ltd,2022 CORPORATE SUSTAINABILITY REPORT ,LAZ.N_FY2022_2022 Corporate Sustainability Report.pdf,2022,Lazard Ltd CORPORATE SUSTAINABILITY REPORT 2023  filetype:pdf,1971,1.0,https://lazardltd.gcs-web.com/static-files/e2eec974-582d-466c-a29f-6eaa2e509a63
TFSL.OQ,TFS Financial Corp,TFS Financial Corporation ,TFSL.OQ_FY2022_2022 Annual Report.pdf,2022,TFS Financial Corp TFS Financial Corporation 2023  filetype:pdf,1972,1.0,https://stocklight.com/stocks/us/nasdaq-tfsl/tfs-financial-corporation/annual-reports/nasdaq-tfsl-2023-10K-231428882.pdf
BPMC.OQ,Blueprint Medicines Corp,2022 Corporate Responsibility Report ,BPMC.OQ_FY2022_2022 Corporate Responsibility Report.pdf,2022,Blueprint Medicines Corp Corporate Responsibility Report 2023  filetype:pdf,1973,1.0,https://www.blueprintmedicines.com/wp-content/uploads/2023/05/BPMC_22CSR_FINAL.pdf
STNE.OQ,StoneCo Ltd,2022 SUSTAINABILITY REPORT ,STNE.OQ_FY2022_Sustainability report 2022.pdf,2022,StoneCo Ltd SUSTAINABILITY REPORT 2023  filetype:pdf,1974,1.0,https://investors.stone.co/static-files/5e697af8-fdf8-4386-874d-0489a75e5044
6078.HK,Hygeia Healthcare Holdings Co Ltd,GE HealthCare 2022 Sustainability Report ,6078.HK_FY2022_2022 Sustainability Report.pdf,2022,Hygeia Healthcare Holdings Co Ltd GE HealthCare  Sustainability Report 2023  filetype:pdf,1975,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0629/sehk20060800082.pdf
0966.HK,China Taiping Insurance Holdings Co Ltd,"2022 Environmental, Social and Governance (ESG) & Corporate Social Responsibility Report ",0966.HK_FY2022_Annual Report and Financial Statements.pdf,2022,"China Taiping Insurance Holdings Co Ltd Environmental, Social and Governance (ESG) & Corporate Social Responsibility Report 2023  filetype:pdf",1976,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0425/2023042502399.pdf
NNI.N,Nelnet Inc,2022 Annual Report ,NNI.N_FY2022_Annual Report 2022.pdf,2022,Nelnet Inc Annual Report 2023  filetype:pdf,1977,1.0,https://s21.q4cdn.com/368920761/files/doc_financials/2023/q4/1278742_Shareholder_Letter_2023_0223_Final.pdf
HAGG.DE,Hensoldt AG,Annual Report Sustainability report 2022 ,HAGG.DE_FY2022_Annual Report Sustainability report 2022.pdf,2022,Hensoldt AG Annual Report Sustainability report 2023  filetype:pdf,1978,1.0,https://annualreport.hensoldt.net/resource/PDF/HENSOLDT_GB_Finance_E_2023.pdf
ALEATIC.MX,Aleatica SAB de CV,Consolidated Statement of non-financial information ,ALEATIC.MX_FY2022_Annual Report 2022.pdf,2022,Aleatica SAB de CV Consolidated Statement of non-financial information 2023  filetype:pdf,1979,1.0,https://www.aleatica.com/wp-content/uploads/2023/06/2022_Aleatica-Global_ENG.pdf
EPR.N,EPR Properties,THE LEADING DIVERSIFIED EXPERIENTIAL REIT ,EPR.N_FY2022_2022 ANNUAL REPORT.pdf,2022,EPR Properties THE LEADING DIVERSIFIED EXPERIENTIAL REIT 2023  filetype:pdf,1980,1.0,https://s26.q4cdn.com/183406895/files/doc_news/EPR-Properties-Third-Quarter-2023-Earnings-Conference-Call-Scheduled-for-October-26-2023-2023.pdf
0956.HK,China Suntien Green Energy Corp Ltd,"2022 Environmental, Social and Governance Report ","0956.HK_FY2022_2022 Envinmental,Social and Governance Report.pdf",2022,"China Suntien Green Energy Corp Ltd Environmental, Social and Governance Report 2023  filetype:pdf",1981,1.0,https://www.suntien.com/en/imagepass/download/UKJXbGiWnir15m.pdf
PBH.TO,Premium Brands Holdings Corp,2023 ESG Report ,PBH.TO_FY2022_2023 ESG Report.pdf,2022,Premium Brands Holdings Corp ESG Report 2024  filetype:pdf,1982,1.0,https://premiumbrandsholdings.com/pdf/ESG/PBHC-ESG-report-2023.pdf
600699.SS,Ningbo Joyson Electronic Corp,"2022 Corporate Social Responsibility & Environmental, Social and Governance Report ","600699.SS_FY2022_2022 Corporate Social Responsibility & Environmental, Social and Governance Report.pdf",2022,"Ningbo Joyson Electronic Corp Corporate Social Responsibility & Environmental, Social and Governance Report 2023  filetype:pdf",1983,1.0,https://www.joyson.cn/en/web/bocupload/2023/05/24/16849226849697hul4g.pdf
VNO.N,Vornado Realty Trust,"Environmental, Social & Governance 2022 ","VNO.N_FY2022_Environmental, Social & Governance 2022.pdf",2022,"Vornado Realty Trust Environmental, Social & Governance 2023  filetype:pdf",1984,1.0,https://vno.reolcms.com/file/52fe7e1a1aa75c1a447b7283b400ae6ca82848fd/sustainability_2023.pdf
CPX.TO,Capital Power Corp,Capital Power 2022 Integrated Annual Report ,CPX.TO_FY2022_2022 Integrated Annual Report.pdf,2022,Capital Power Corp Capital Power  Integrated Annual Report 2023  filetype:pdf,1985,1.0,https://www.capitalpower.com/wp-content/uploads/2024/02/2023-Capital-Power-Integrated-Annual-Report.pdf
600566.SS,Hubei Jumpcan Pharmaceutical Co Ltd,湖北济川药业股份有限公司 2022 年社会责任报告 ,600566.SS_FY2022_2022 年度社会责任报告.pdf,2022,Hubei Jumpcan Pharmaceutical Co Ltd 湖北济川药业股份有限公司  年社会责任报告 2023  filetype:pdf,1986,1.0,https://www.jumpcan.com/admin/js/kindeditor-4.1.10/attached/file/20240410/20240410114254_3563.pdf
CUZ.N,Cousins Properties Inc,Cousins ,CUZ.N_FY2022_2022 CORPORATE RESPONSIBILITY REPORT.pdf,2022,Cousins Properties Inc Cousins 2023  filetype:pdf,1987,1.0,https://s201.q4cdn.com/928444072/files/doc_earnings/2023/q2/filing/Cousins_Q22023_10Q.pdf
FNOX.NGM,Fortnox AB,Fortnox Års- och hållbarhetsredovisning 2022 ,FNOX.NGM_FY2022_fortnox-ars-och-hallbarhetsredovisning-2022.pdf,2022,Fortnox AB Fortnox Års- och hållbarhetsredovisning 2023  filetype:pdf,1988,1.0,https://mb.cision.com/Main/15293/3947623/2677237.pdf
035900.KQ,JYP Entertainment Corp,JYP Entertainment Sustainability Report 2022 ,035900.KQ_FY2022_ Sustainability Report 2022.pdf,2022,JYP Entertainment Corp JYP Entertainment Sustainability Report 2023  filetype:pdf,1989,1.0,https://jyplevel1storage01.blob.core.windows.net/jypedoc/JYP_Entertainment_Sustainability_Report_2022_(ENG).pdf
APOT.AM,Arab Potash Co PLC,APC Sustainability Report 2022 ,APOT.AM_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,Arab Potash Co PLC APC Sustainability Report 2023  filetype:pdf,1990,1.0,https://www.arabpotash.com/ebv4.0/root_storage/en/eb_list_page/english_annual_report_2022.pdf
600516.SS,FangDa Carbon New Material Co Ltd,方大炭素新材料科技股份有限公司 2022 年度社会责任报告 ,600516.SS_FY2022_2022 年度社会责任报告.pdf,2022,FangDa Carbon New Material Co Ltd 方大炭素新材料科技股份有限公司  年度社会责任报告 2023  filetype:pdf,1991,1.0,https://q.stock.sohu.com/newpdf/202352899721.pdf
6471.T,NSK Ltd,Sustainability Report ,6471.T_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,NSK Ltd Sustainability Report 2023  filetype:pdf,1992,1.0,https://www.nsk.com/content/dam/nsk/common/company/investors/library/pdf/nsk_report/NSK2023_web_en_A4.pdf
0347.HK,Angang Steel Co Ltd,Ansteel Group Corporation Limited Sustainability Report 2022 ,0347.HK_FY2022_Annual SUSTAINABILITY REPORT 2022.pdf,2022,Angang Steel Co Ltd Ansteel Group Corporation Limited Sustainability Report 2023  filetype:pdf,1993,1.0,http://en.ansteel.cn/upload/pdf/2021.pdf
ABCA.L,Abcam PLC,Abcam PLC Report & Accounts 2022 ,ABCA.L_FY2022_Annual Report and Accounts 2022.pdf,2022,Abcam PLC Abcam PLC Report & Accounts 2023  filetype:pdf,1994,1.0,https://corporate.abcam.com/wp-content/uploads/2023/08/Abcam-plc-Interim-Results-for-6-months-ended-30-June-2023-vFINAL2.pdf
EMG.L,Man Group PLC,MIFIDPRU Disclosure Report ,EMG.L_FY2022_Report.pdf,2022,Man Group PLC MIFIDPRU Disclosure Report 2023  filetype:pdf,1995,1.0,https://www.mandg.com/~/media/Files/M/MandG-Plc/documents/mandg-investments/2023/mifidpru-87-public-disclosures-investment-policy.pdf
161390.KS,Hankook Tire & Technology Co Ltd,HANKOOK & COMPANY ANNUAL REPORT 2022 ,161390.KS_FY2022_2022 Annual Report.pdf,2022,Hankook Tire & Technology Co Ltd HANKOOK & COMPANY ANNUAL REPORT 2023  filetype:pdf,1996,1.0,https://www.hankooktire.com/content/dam/hankooktire/local/pdf/why-hankook/Hankook-Company_AReng.pdf
